,#,Company,Location_HQ,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in_$_mil,Year,lat,lng,Funding
1140,2788,Stay Alfred,Spokane,USA,North America,221,2020-05-20,100.0,221,0,Travel,Series B,$62,2020,47.65966,-117.42908,62.0
1141,2789,SoFi,San Francisco Bay Area,USA,North America,112,2020-05-20,7.0,1600,1488,Finance,Private Equity …,$2.500,2020,37.77493,-122.41942,2.5
1142,2790,ShareChat,Bengaluru,India,Asia,101,2020-05-20,25.0,404,303,Marketing,Series D,$222,2020,12.97194,77.59369,222.0
1143,2791,Intercom,San Francisco Bay Area,USA,North America,39,2020-05-20,6.0,650,611,Support,Series D,$240,2020,37.77493,-122.41942,240.0
1144,2792,Livspace,Bengaluru,India,Asia,450,2020-05-19,15.0,3000,2550,Retail,Series D,$157,2020,12.97194,77.59369,157.0
1145,2793,Pollen,London,United Kingdom,Europe,69,2020-05-19,31.0,223,154,Travel,Series B,$88,2020,51.50853,-0.12574,88.0
1146,2796,Uber,San Francisco Bay Area,USA,North America,3000,2020-05-18,13.0,23077,20077,Transportation,Post-IPO,$24700,2020,37.77493,-122.41942,24700.0
1147,2798,Swiggy,Bengaluru,India,Asia,1100,2020-05-18,14.0,7857,6757,Food,Series I,$1600,2020,12.97194,77.59369,1600.0
1148,2799,WeWork,New Delhi,India,Asia,100,2020-05-18,20.0,500,400,Real Estate,Series H,$19500,2020,28.65195,77.23149,19500.0
1149,2805,Zomato,Gurugram,India,Asia,520,2020-05-15,13.0,4000,3480,Food,Series J,$914,2020,28.4601,77.02635,914.0
1150,2806,Lendingkart,Ahmedabad,India,Asia,500,2020-05-15,50.0,1000,500,Finance,Unknown,$200,2020,23.02579,72.58727,200.0
1151,2807,Lattice,San Francisco Bay Area,USA,North America,16,2020-05-15,10.0,160,144,HR,Series C,$49,2020,37.77493,-122.41942,49.0
1152,2809,Cruise,San Francisco Bay Area,USA,North America,150,2020-05-14,8.0,1875,1725,Transportation,Acquired,$5300,2020,37.77493,-122.41942,5300.0
1153,2811,Integral Ad Scien…,New York City,USA,North America,70,2020-05-14,10.0,700,630,Marketing,Acquired,$116,2020,40.71427,-74.00597,116.0
1154,2812,Ridecell,San Francisco Bay Area,USA,North America,35,2020-05-14,15.0,233,198,Transportation,Series B,$73,2020,37.77493,-122.41942,73.0
1155,2817,Deliv,San Francisco Bay Area,USA,North America,669,2020-05-13,100.0,669,0,Retail,Series C,$80,2020,37.45383,-122.18219,80.0
1156,2818,Mercos,Joinville,Brazil,South America,51,2020-05-13,40.0,128,77,Sales,Unknown,$2,2020,-26.30444,-48.84556,2.0
1157,2819,Kickstarter,New York City,USA,North America,25,2020-05-13,18.0,139,114,Finance,Unknown,$10,2020,40.71427,-74.00597,10.0
1158,2826,Zeus Living,San Francisco Bay Area,USA,North America,73,2020-05-12,50.0,146,73,Real Estate,Series B,$79,2020,37.77493,-122.41942,79.0
1159,2827,Mixpanel,San Francisco Bay Area,USA,North America,65,2020-05-12,19.0,342,277,Data,Series B,$77,2020,37.77493,-122.41942,77.0
1160,2828,Hireology,Chicago,USA,North America,36,2020-05-12,17.0,212,176,Recruiting,Series D,$52,2020,41.85003,-87.65005,52.0
1161,2829,Top Hat,Toronto,Canada,North America,16,2020-05-12,3.0,533,517,Education,Series D,$104,2020,43.70643,-79.39864,104.0
1162,2832,Revolut,London,United Kingdom,Europe,60,2020-05-11,3.0,2000,1940,Finance,Series D,$837,2020,51.50853,-0.12574,837.0
1163,2833,Cadre,New York City,USA,North America,28,2020-05-11,25.0,112,84,Real Estate,Series C,$133,2020,40.71427,-74.00597,133.0
1164,2834,N26,New York City,USA,North America,9,2020-05-08,1.0,900,891,Finance,Series D,$782,2020,40.71427,-74.00597,782.0
1165,2835,Jump,New York City,USA,North America,500,2020-05-07,100.0,500,0,Transportation,Acquired,$11,2020,40.71427,-74.00597,11.0
1166,2836,Glassdoor,San Francisco Bay Area,USA,North America,300,2020-05-07,30.0,1000,700,Recruiting,Acquired,$204,2020,37.77493,-122.41942,204.0
1167,2837,Numbrs,Zurich,Switzerland,Europe,62,2020-05-07,50.0,124,62,Finance,Series B,$78,2020,47.36667,8.55,78.0
1168,2838,Flywire,Boston,USA,North America,60,2020-05-07,12.0,500,440,Finance,Series E,$263,2020,42.35843,-71.05977,263.0
1169,2840,Tally,San Francisco Bay Area,USA,North America,28,2020-05-07,23.0,122,94,Finance,Series C,$92,2020,37.77493,-122.41942,92.0
1170,2842,Uber,San Francisco Bay Area,USA,North America,3700,2020-05-06,14.0,26429,22729,Transportation,Post-IPO,$24700,2020,37.77493,-122.41942,24700.0
1171,2845,Rubicon Project,Los Angeles,USA,North America,50,2020-05-06,8.0,625,575,Marketing,Post-IPO,$60,2020,34.05223,-118.24368,60.0
1172,2846,Segment,San Francisco Bay Area,USA,North America,50,2020-05-06,10.0,500,450,Data,Series D,$283,2020,37.77493,-122.41942,283.0
1173,2849,Airbnb,San Francisco Bay Area,USA,North America,1900,2020-05-05,25.0,7600,5700,Travel,Private Equity …,$5400,2020,37.77493,-122.41942,5400.0
1174,2850,Juul,San Francisco Bay Area,USA,North America,900,2020-05-05,30.0,3000,2100,Consumer,Unknown,$1500,2020,37.77493,-122.41942,1500.0
1175,2851,Andela,New York City,USA,North America,135,2020-05-05,10.0,1350,1215,Recruiting,Series D,$181,2020,40.71427,-74.00597,181.0
1176,2852,Stack Overflow,New York City,USA,North America,40,2020-05-05,15.0,267,227,Recruiting,Series D,$68,2020,40.71427,-74.00597,68.0
1177,2854,Workable,Boston,USA,North America,25,2020-05-05,10.0,250,225,Recruiting,Series C,$84,2020,42.35843,-71.05977,84.0
1178,2858,CureFit,Bengaluru,India,Asia,800,2020-05-04,16.0,5000,4200,Fitness,Series D,$404,2020,12.97194,77.59369,404.0
1179,2859,Careem,Dubai,United Arabian Emirates,Asia,536,2020-05-04,31.0,1729,1193,Transportation,Acquired,$771,2020,25.07725,55.30927,771.0
1180,2860,Oriente,Hong Kong,Hong Kong,Asia,400,2020-05-04,20.0,2000,1600,Finance,Series B,$175,2020,22.27832,114.17469,175.0
1181,2861,Veriff,Tallinn,Estonia,Europe,63,2020-05-04,21.0,300,237,Security,Series A,$7,2020,59.43696,24.75353,7.0
1182,2862,Element AI,Montreal,Canada,North America,62,2020-05-04,15.0,413,351,Other,Series B,$257,2020,45.50884,-73.58781,257.0
1183,2863,Deputy,Sydney,Australia,Australia,60,2020-05-04,30.0,200,140,HR,Series B,$106,2020,-33.86785,151.20732,106.0
1184,2864,Loopio,Toronto,Canada,North America,11,2020-05-04,8.0,138,127,Sales,Series A,$11,2020,43.70643,-79.39864,11.0
1185,2867,Trax,Tel Aviv,Israel,Asia,120,2020-05-03,10.0,1200,1080,Retail,Series D,$386,2020,32.08088,34.78057,386.0
1186,2870,Namely,New York City,USA,North America,110,2020-05-01,40.0,275,165,HR,Series E,$217,2020,40.71427,-74.00597,217.0
1187,2871,Culture Trip,London,United Kingdom,Europe,95,2020-05-01,32.0,297,202,Media,Series B,$102,2020,51.50853,-0.12574,102.0
1188,2872,Sandbox VR,San Francisco Bay Area,USA,North America,80,2020-05-01,80.0,100,20,Consumer,Series A,$82,2020,37.77493,-122.41942,82.0
1189,2875,TheSkimm,New York City,USA,North America,26,2020-05-01,20.0,130,104,Media,Series C,$28,2020,40.71427,-74.00597,28.0
1190,2884,Lyft,San Francisco Bay Area,USA,North America,982,2020-04-29,17.0,5776,4794,Transportation,Post-IPO,$4900,2020,37.77493,-122.41942,4900.0
1191,2886,Kayak / OpenTable,Stamford,USA,North America,160,2020-04-29,8.0,2000,1840,Travel,Acquired,$229,2020,41.05343,-73.53873,229.0
1192,2888,Lime,San Francisco Bay Area,USA,North America,80,2020-04-29,13.0,615,535,Transportation,Series D,$765,2020,37.77493,-122.41942,765.0
1193,2889,TranSan Franciscoix,New York City,USA,North America,24,2020-04-29,10.0,240,216,Logistics,Series D,$128,2020,40.71427,-74.00597,128.0
1194,2891,TripAdvisor,Boston,USA,North America,900,2020-04-28,25.0,3600,2700,Travel,Post-IPO,$3,2020,42.35843,-71.05977,3.0
1195,2893,Deliveroo,London,United Kingdom,Europe,367,2020-04-28,15.0,2447,2080,Food,Series G,$1500,2020,51.50853,-0.12574,1500.0
1196,2894,App Annie,San Francisco Bay Area,USA,North America,80,2020-04-28,18.0,444,364,Data,Unknown,$156,2020,37.77493,-122.41942,156.0
1197,2895,OpenX,Los Angeles,USA,North America,35,2020-04-28,15.0,233,198,Marketing,Unknown,$70,2020,34.05223,-118.24368,70.0
1198,2896,PayJoy,San Francisco Bay Area,USA,North America,27,2020-04-28,25.0,108,81,Finance,Series B,$71,2020,37.77493,-122.41942,71.0
1199,2897,Shipsi,Los Angeles,USA,North America,20,2020-04-28,50.0,40,20,Retail,Seed,$2,2020,34.05223,-118.24368,2.0
1200,2900,Automation Anything,San Francisco Bay Area,USA,North America,260,2020-04-27,10.0,2600,2340,Other,Series B,$840,2020,37.33939,-121.89496,840.0
1201,2901,JetClosing,Seattle,USA,North America,20,2020-04-27,20.0,100,80,Real Estate,Series A,$24,2020,47.60621,-122.33207,24.0
1202,2905,Submittable,Missoula,USA,North America,30,2020-04-25,20.0,150,120,Other,Series B,$17,2020,46.87215,-113.994,17.0
1203,2906,Divergent 3D,Los Angeles,USA,North America,57,2020-04-24,36.0,158,101,Transportation,Series B,$88,2020,34.05223,-118.24368,88.0
1204,2907,Ada Support,Toronto,Canada,North America,36,2020-04-24,23.0,157,121,Support,Series B,$60,2020,43.70643,-79.39864,60.0
1205,2908,UPshow,Chicago,USA,North America,19,2020-04-24,30.0,63,44,Marketing,Series A,$7,2020,41.85003,-87.65005,7.0
1206,2909,Lighter Capital,Seattle,USA,North America,18,2020-04-24,22.0,82,64,Finance,Series B,$15,2020,47.60621,-122.33207,15.0
1207,2910,Horizn Studios,Berlin,Germany,Europe,15,2020-04-24,25.0,60,45,Travel,Series B,$30,2020,52.52437,13.41053,30.0
1208,2911,Welkin Health,San Francisco Bay Area,USA,North America,10,2020-04-24,33.0,30,20,Healthcare,Series B,$29,2020,37.77493,-122.41942,29.0
1209,2912,Jiobit,Chicago,USA,North America,6,2020-04-24,21.0,29,23,Consumer,Unknown,$12,2020,41.85003,-87.65005,12.0
1210,2913,TutorMundi,Sao Paulo,Brazil,South America,4,2020-04-24,100.0,4,0,Education,Series A,$2,2020,-23.5475,-46.63611,2.0
1211,2916,StockX,Detroit,USA,North America,100,2020-04-23,12.0,833,733,Retail,Series C,$160,2020,42.33143,-83.04575,160.0
1212,2917,Zenefits,San Francisco Bay Area,USA,North America,87,2020-04-23,15.0,580,493,HR,Series C,$583,2020,37.77493,-122.41942,583.0
1213,2918,Sisense,New York City,USA,North America,80,2020-04-23,9.0,889,809,Data,Series F,$274,2020,40.71427,-74.00597,274.0
1214,2919,Oscar Health,New York City,USA,North America,70,2020-04-23,5.0,1400,1330,Healthcare,Unknown,1300,2020,40.71427,-74.00597,300.0
1215,2924,Magic Leap,Miami,USA,North America,1000,2020-04-22,50.0,2000,1000,Consumer,Series E,$2600,2020,25.77427,-80.19366,2600.0
1216,2925,When I Work,Minneapolis,USA,North America,55,2020-04-22,35.0,157,102,HR,Series B,$24,2020,44.97997,-93.26384,24.0
1217,2926,Ike,San Francisco Bay Area,USA,North America,10,2020-04-22,14.0,71,61,Transportation,Series A,$52,2020,37.77493,-122.41942,52.0
1218,2931,Swiggy,Bengaluru,India,Asia,800,2020-04-21,9.241076585422201,8657,7857,Food,Series I,$1600,2020,12.97194,77.59369,1600.0
1219,2933,Lending Club,San Francisco Bay Area,USA,North America,460,2020-04-21,30.0,1533,1073,Finance,Post-IPO,$392,2020,37.77493,-122.41942,392.0
1220,2934,Houzz,San Francisco Bay Area,USA,North America,155,2020-04-21,10.0,1550,1395,Consumer,Series E,$613,2020,37.44188,-122.14302,613.0
1221,2935,Casper,New York City,USA,North America,78,2020-04-21,21.0,371,293,Retail,Post-IPO,$339,2020,40.71427,-74.00597,339.0
1222,2936,RealSelf,Seattle,USA,North America,40,2020-04-21,13.0,308,268,Healthcare,Series B,$42,2020,47.60621,-122.33207,42.0
1223,2937,Freshbooks,Toronto,Canada,North America,38,2020-04-21,9.0,422,384,Finance,Series B,$75,2020,43.70643,-79.39864,75.0
1224,2938,Patreon,San Francisco Bay Area,USA,North America,30,2020-04-21,13.0,231,201,Media,Series D,$165,2020,37.77493,-122.41942,165.0
1225,2941,Bringg,Tel Aviv,Israel,Asia,10,2020-04-21,10.0,100,90,Logistics,Series D,$84,2020,32.08088,34.78057,84.0
1226,2942,Klook,Hong Kong,Hong Kong,Asia,300,2020-04-20,15.0,2000,1700,Travel,Series D,$521,2020,22.27832,114.17469,521.0
1227,2943,ConsenSys,New York City,USA,North America,91,2020-04-20,14.0,650,559,Crypto,Unknown,$10,2020,40.71427,-74.00597,10.0
1228,2944,GumGum,Los Angeles,USA,North America,90,2020-04-20,25.0,360,270,Marketing,Series D,$58,2020,34.05223,-118.24368,58.0
1229,2945,Kueski,Guadalajara,Mexico,North America,90,2020-04-20,30.0,300,210,Finance,Series B,$38,2020,20.66682,-103.39182,38.0
1230,2946,Movidesk,Blumenau,Brazil,South America,33,2020-04-20,25.0,132,99,Support,Seed,$1,2020,-26.91944,-49.06611,1.0
1231,2948,Komodo Health,San Francisco Bay Area,USA,North America,23,2020-04-20,9.0,256,233,Healthcare,Series C,$50,2020,37.77493,-122.41942,50.0
1232,2949,Forward,San Francisco Bay Area,USA,North America,10,2020-04-20,3.0,333,323,Healthcare,Series C,$100,2020,37.77493,-122.41942,100.0
1233,2953,ContaAzul,Joinville,Brazil,South America,140,2020-04-17,35.0,400,260,Education,Series D,$37,2020,-26.30444,-48.84556,37.0
1234,2954,Greenhouse,New York City,USA,North America,120,2020-04-17,28.0,429,309,Recruiting,Series D,$110,2020,40.71427,-74.00597,110.0
1235,2955,QuintoAndar,Sao Paulo,Brazil,South America,88,2020-04-17,8.0,1100,1012,Real Estate,Series D,$335,2020,-23.5475,-46.63611,335.0
1236,2956,Loft,Sao Paulo,Brazil,South America,47,2020-04-17,10.0,470,423,Real Estate,Series C,$263,2020,-23.5475,-46.63611,263.0
1237,2957,Zilingo,Singapore,Singapore,Asia,44,2020-04-17,5.0,880,836,Retail,Series D,$307,2020,1.28967,103.85007,307.0
1238,2959,Sweetgreen,Los Angeles,USA,North America,35,2020-04-17,10.0,350,315,Food,Series I,$478,2020,34.05223,-118.24368,478.0
1239,2960,People.ai,San Francisco Bay Area,USA,North America,30,2020-04-17,18.0,167,137,Marketing,Series C,$100,2020,37.77493,-122.41942,100.0
1240,2961,Tor,Boston,USA,North America,13,2020-04-17,37.0,35,22,Security,Unknown,$1,2020,42.35843,-71.05977,1.0
1241,2966,CarGurus,Boston,USA,North America,130,2020-04-16,13.0,1000,870,Transportation,Post-IPO,$1,2020,42.35843,-71.05977,1.0
1242,2967,Funding Societies,Singapore,Singapore,Asia,65,2020-04-16,18.0,361,296,Finance,Series B,$42,2020,1.28967,103.85007,42.0
1243,2968,CleverTap,Mumbai,India,Asia,60,2020-04-16,20.0,300,240,Marketing,Series C,$76,2020,19.07283,72.88261,76.0
1244,2975,Opendoor,San Francisco Bay Area,USA,North America,600,2020-04-15,35.0,1714,1114,Real Estate,Series E,$1500,2020,37.77493,-122.41942,1500.0
1245,2976,GoPro,San Francisco Bay Area,USA,North America,200,2020-04-15,20.0,1000,800,Consumer,Post-IPO,$288,2020,37.56299,-122.32553,288.0
1246,2977,Shop101,Mumbai,India,Asia,200,2020-04-15,40.0,500,300,Retail,Series C,$19,2020,19.07283,72.88261,19.0
1247,2978,Zume,Camarillo,USA,North America,200,2020-04-15,67.0,299,99,Food,Unknown,$423,2020,34.21639,-119.0376,423.0
1248,2979,Carta,San Francisco Bay Area,USA,North America,161,2020-04-15,16.0,1006,845,Finance,Series E,$447,2020,37.77493,-122.41942,447.0
1249,2981,Parsable,San Francisco Bay Area,USA,North America,40,2020-04-15,25.0,160,120,HR,Series C,$72,2020,37.77493,-122.41942,72.0
1250,2982,Kodiak Robotics,San Francisco Bay Area,USA,North America,15,2020-04-15,20.0,75,60,Transportation,Series A,$40,2020,37.38605,-122.08385,40.0
1251,2988,The RealReal,San Francisco Bay Area,USA,North America,235,2020-04-14,10.0,2350,2115,Retail,Post-IPO,$358,2020,37.77493,-122.41942,358.0
1252,2989,TouchBistro,Toronto,Canada,North America,131,2020-04-14,23.0,570,439,Food,Series E,$224,2020,43.70643,-79.39864,224.0
1253,2990,Envoy,San Francisco Bay Area,USA,North America,58,2020-04-14,30.0,193,135,HR,Series B,$59,2020,37.77493,-122.41942,59.0
1254,2991,VSCO,San Francisco Bay Area,USA,North America,45,2020-04-14,35.0,129,84,Consumer,Series B,$90,2020,37.80437,-122.2708,90.0
1255,2997,Groupon,Chicago,USA,North America,2800,2020-04-13,44.0,6364,3564,Retail,Post-IPO,1400,2020,41.85003,-87.65005,400.0
1256,2998,Zoox,San Francisco Bay Area,USA,North America,100,2020-04-13,10.0,1000,900,Transportation,Series B,$955,2020,37.55855,-122.27108,955.0
1257,2999,Neon,Sao Paulo,Brazil,South America,70,2020-04-13,10.0,700,630,Finance,Series B,$120,2020,-23.5475,-46.63611,120.0
1258,3000,EasyPost,San Francisco Bay Area,USA,North America,50,2020-04-13,25.0,200,150,Logistics,Series A,$12,2020,37.77493,-122.41942,12.0
1259,3001,Clearbanc,Toronto,Canada,North America,17,2020-04-13,8.0,213,196,Finance,Series B,$119,2020,43.70643,-79.39864,119.0
1260,3003,Frontdesk,Milwaukee,USA,North America,35,2020-04-10,16.0,219,184,Travel,Unknown,$3,2020,43.0389,-87.90647,3.0
1261,3006,NuoDB,Boston,USA,North America,20,2020-04-10,29.0,69,49,Data,Unknown,$85,2020,42.35843,-71.05977,85.0
1262,3007,Rhumbix,San Francisco Bay Area,USA,North America,16,2020-04-10,27.0,59,43,Construction,Series B,$35,2020,37.77493,-122.41942,35.0
1263,3008,Atsu,Seattle,USA,North America,6,2020-04-10,100.0,6,0,Infrastructure,Unknown,$1,2020,47.60621,-122.33207,1.0
1264,3011,Yelp,San Francisco Bay Area,USA,North America,1000,2020-04-09,17.0,5882,4882,Consumer,Post-IPO,$56,2020,37.77493,-122.41942,56.0
1265,3013,OneTrust,Atlanta,USA,North America,150,2020-04-09,10.0,1500,1350,Legal,Series B,$410,2020,33.749,-84.38798,410.0
1266,3014,Omie,Sao Paulo,Brazil,South America,136,2020-04-09,31.0,439,303,Finance,Series B,$26,2020,-23.5475,-46.63611,26.0
1267,3015,Domo,Salt Lake City,USA,North America,90,2020-04-09,10.0,900,810,Data,Post-IPO,$689,2020,40.76078,-111.89105,689.0
1268,3016,Matterport,San Francisco Bay Area,USA,North America,90,2020-04-09,34.0,265,175,Data,Series D,$114,2020,37.36883,-122.03635,114.0
1269,3017,Clinc,Ann Arbor,USA,North America,40,2020-04-09,32.0,125,85,Support,Series B,$59,2020,42.27756,-83.74088,59.0
1270,3018,Mejuri,Toronto,Canada,North America,36,2020-04-09,15.0,240,204,Retail,Series B,$28,2020,43.70643,-79.39864,28.0
1271,3019,Code42,Minneapolis,USA,North America,25,2020-04-09,5.0,500,475,Data,Series B,$138,2020,44.97997,-93.26384,138.0
1272,3021,LoopMe,London,United Kingdom,Europe,8,2020-04-09,4.0,200,192,Marketing,Unknown,$32,2020,51.50853,-0.12574,32.0
1273,3025,Eventbrite,San Francisco Bay Area,USA,North America,500,2020-04-08,45.0,1111,611,Consumer,Post-IPO,$332,2020,37.77493,-122.41942,332.0
1274,3026,Meesho,Bengaluru,India,Asia,200,2020-04-08,28.0,714,514,Retail,Series D,$215,2020,12.97194,77.59369,215.0
1275,3027,Scoop,San Francisco Bay Area,USA,North America,92,2020-04-08,33.0,279,187,Transportation,Series C,$95,2020,37.87159,-122.27275,95.0
1276,3028,Unison,San Francisco Bay Area,USA,North America,89,2020-04-08,45.0,198,109,Finance,Series B,$40,2020,37.77493,-122.41942,40.0
1277,3029,Lever,San Francisco Bay Area,USA,North America,86,2020-04-08,40.0,215,129,Recruiting,Series C,$72,2020,37.77493,-122.41942,72.0
1278,3030,Unbabel,Lisbon,Portugal,Europe,80,2020-04-08,35.0,229,149,Support,Series C,$91,2020,38.71667,-9.13333,91.0
1279,3031,Button,New York City,USA,North America,48,2020-04-08,35.0,137,89,Marketing,Series C,$64,2020,40.71427,-74.00597,64.0
1280,3032,Eden / Managed …,New York City,USA,North America,40,2020-04-08,40.0,100,60,Real Estate,Series B,$40,2020,40.71427,-74.00597,40.0
1281,3033,Quantcast,San Francisco Bay Area,USA,North America,30,2020-04-08,5.0,600,570,Marketing,Series C,$65,2020,37.77493,-122.41942,65.0
1282,3035,VideoAmp,Los Angeles,USA,North America,21,2020-04-08,10.0,210,189,Marketing,Series C,$106,2020,34.05223,-118.24368,106.0
1283,3036,Kenoby,Sao Paulo,Brazil,South America,18,2020-04-08,16.0,113,95,Recruiting,Unknown,$23,2020,-23.5475,-46.63611,23.0
1284,3038,GetNinjas,Sao Paulo,Brazil,South America,11,2020-04-08,10.0,110,99,Consumer,Series B,$16,2020,-23.5475,-46.63611,16.0
1285,3039,Spyce,Boston,USA,North America,4,2020-04-08,12.0,33,29,Food,Series A,$26,2020,42.35843,-71.05977,26.0
1286,3046,Toast,Boston,USA,North America,1300,2020-04-07,50.0,2600,1300,Food,Series F,$902,2020,42.35843,-71.05977,902.0
1287,3047,ezCater,Boston,USA,North America,400,2020-04-07,44.0,909,509,Food,Series D,$319,2020,42.35843,-71.05977,319.0
1288,3048,Sage Therapeutics,Boston,USA,North America,340,2020-04-07,53.0,642,302,Healthcare,Post-IPO,$438,2020,42.35843,-71.05977,438.0
1289,3049,Redfin,Seattle,USA,North America,236,2020-04-07,7.0,3371,3135,Real Estate,Post-IPO,$319,2020,47.60621,-122.33207,319.0
1290,3050,Branch Metrics,San Francisco Bay Area,USA,North America,100,2020-04-07,20.0,500,400,Marketing,Series E,$367,2020,37.44188,-122.14302,367.0
1291,3052,Ibotta,Denver,USA,North America,87,2020-04-07,15.0,580,493,Retail,Series D,$85,2020,39.73915,-104.9847,85.0
1292,3054,Away,New York City,USA,North America,60,2020-04-07,10.0,600,540,Retail,Series D,$181,2020,40.71427,-74.00597,181.0
1293,3055,MediaMath,New York City,USA,North America,53,2020-04-07,8.0,663,610,Marketing,Private Equity …,$607,2020,40.71427,-74.00597,607.0
1294,3056,Group Nine Media,New York City,USA,North America,50,2020-04-07,7.0,714,664,Media,Unknown,$190,2020,40.71427,-74.00597,190.0
1295,3061,Metromile,San Francisco Bay Area,USA,North America,100,2020-04-06,33.0,303,203,Finance,Series E,$293,2020,37.77493,-122.41942,293.0
1296,3062,Rock Content,Belo Horizonte,Brazil,South America,100,2020-04-06,20.0,500,400,Marketing,Series A,$1,2020,-19.92083,-43.93778,1.0
1297,3063,BounceX,New York City,USA,North America,77,2020-04-06,20.0,385,308,Marketing,Series B,$75,2020,40.71427,-74.00597,75.0
1298,3065,Wordstream,Boston,USA,North America,26,2020-04-06,10.0,260,234,Marketing,Acquired,$28,2020,42.35843,-71.05977,28.0
